month,day,year,day_Mon,day_Tues,day_Wed,day_Thurs,day_Fri,day_Sat,day_Sun,first_time_revenue,first_time_orders,first_time_aov,returning_revenue,returning_orders,returning_aov,2_day_ago_ft_revenue,2_day_ago_ft_orders,2_day_ago_ft_aov,1_day_ago_ft_revenue,1_day_ago_ft_orders,1_day_ago_ft_aov,2_day_ago_ret_revenue,2_day_ago_ret_orders,2_day_ago_ret_aov,1_day_ago_ret_revenue,1_day_ago_ret_orders,1_day_ago_ret_aov,total_revenue,total_orders,total_aov,2_day_ago_total_revenue,2_day_ago_total_order,2_day_ago_aov,1_day_ago_total_revenue,1_day_ago_total_orders,1_day_ago_aov,google_ad_spend,facebook_ad_spend,1_day_ago_google_ad_spend,1_day_ago_facebook_ad_spend,2_day_ago_google_ad_spend,2_day_ago_facebook_ad_spend,actual_net_revenue,1_day_ago_net_revenue,2_day_ago_net_revenue
8,10,2018,0,0,0,0,1,0,0,2170.12,38,57.10842105,4733.35,56,84.52410714,1937.24,45,43.04977778,2954.54,42,70.34619048,3516.66,53,66.35207547,6332.19,77,82.23623377,6903.47,94,73.44117021,5453.9,98,55.65204082,9286.73,119,78.0397479,9.57,255.82,9.92,247.69,4.55,250.53,6638.08,9029.12,5198.82
8,11,2018,0,0,0,0,0,1,0,1735.64,26,66.75538462,2708.12,39,69.43897436,2954.54,42,70.34619048,2170.12,38,57.10842105,6332.19,77,82.23623377,4733.35,56,84.52410714,4443.76,65,68.36553846,9286.73,119,78.0397479,6903.47,94,73.44117021,8.06,251.16,9.57,255.82,9.92,245.58,4184.54,6638.08,9031.23
8,12,2018,0,0,0,0,0,0,1,1486.59,30,49.553,3016.01,40,75.40025,2170.12,38,57.10842105,1735.64,26,66.75538462,4733.35,56,84.52410714,2708.12,39,69.43897436,4502.6,70,64.32285714,6903.47,94,73.44117021,4443.76,65,68.36553846,5.32,259.37,8.06,251.16,9.57,247.69,4237.91,4184.54,6646.21
8,13,2018,1,0,0,0,0,0,0,2576.76,46,56.01652174,5734.62,64,89.6034375,1735.64,26,66.75538462,1486.59,30,49.553,2708.12,39,69.43897436,3016.01,40,75.40025,8311.38,110,75.558,4443.76,65,68.36553846,4502.6,70,64.32285714,9.09,271.74,5.32,259.37,8.06,255.82,8030.55,4237.91,4179.88
8,14,2018,0,1,0,0,0,0,0,3078.43,47,65.49851064,4028.18,57,70.66982456,1486.59,30,49.553,2576.76,46,56.01652174,3016.01,40,75.40025,5734.62,64,89.6034375,7106.61,104,68.33278846,4502.6,70,64.32285714,8311.38,110,75.558,9.86,280.18,9.09,271.74,5.32,251.16,6816.57,8030.55,4246.12
8,15,2018,0,0,1,0,0,0,0,2963.53,46,64.42456522,5030.57,79,63.67810127,2576.76,46,56.01652174,3078.43,47,65.49851064,5734.62,64,89.6034375,4028.18,57,70.66982456,7994.1,125,63.9528,8311.38,110,75.558,7106.61,104,68.33278846,9.52,275.93,9.86,280.18,9.09,259.37,7708.65,6816.57,8042.92
8,16,2018,0,0,0,1,0,0,0,2785.59,41,67.94121951,3266.43,55,59.38963636,3078.43,47,65.49851064,2963.53,46,64.42456522,4028.18,57,70.66982456,5030.57,79,63.67810127,6052.02,96,63.041875,7106.61,104,68.33278846,7994.1,125,63.9528,16.87,278.68,9.52,275.93,9.86,271.74,5756.47,7708.65,6825.01
8,17,2018,0,0,0,0,1,0,0,2633.36,36,73.14888889,3050.58,43,70.94372093,2963.53,46,64.42456522,2785.59,41,67.94121951,5030.57,79,63.67810127,3266.43,55,59.38963636,5683.94,79,71.94860759,7994.1,125,63.9528,6052.02,96,63.041875,14.25,262.41,16.87,278.68,9.52,280.18,5407.28,5756.47,7704.4
8,18,2018,0,0,0,0,0,1,0,1523.67,21,72.55571429,3394.58,38,89.33105263,2785.59,41,67.94121951,2633.36,36,73.14888889,3266.43,55,59.38963636,3050.58,43,70.94372093,4918.25,59,83.36016949,6052.02,96,63.041875,5683.94,79,71.94860759,12.21,298.97,14.25,262.41,16.87,275.93,4607.07,5407.28,5759.22
8,19,2018,0,0,0,0,0,0,1,2191.53,33,66.41,2738.31,44,62.23431818,2633.36,36,73.14888889,1523.67,21,72.55571429,3050.58,43,70.94372093,3394.58,38,89.33105263,4929.84,77,64.0238961,5683.94,79,71.94860759,4918.25,59,83.36016949,12.1,288.97,12.21,298.97,14.25,278.68,4628.77,4607.07,5391.01
8,20,2018,1,0,0,0,0,0,0,1613.33,27,59.75296296,4767.82,73,65.31260274,1523.67,21,72.55571429,2191.53,33,66.41,3394.58,38,89.33105263,2738.31,44,62.23431818,6381.15,100,63.8115,4918.25,59,83.36016949,4929.84,77,64.0238961,17.5,288.8,12.1,288.97,12.21,262.41,6074.85,4628.77,4643.63
8,21,2018,0,1,0,0,0,0,0,1859.27,26,71.51038462,3913.39,54,72.47018519,2191.53,33,66.41,1613.33,27,59.75296296,2738.31,44,62.23431818,4767.82,73,65.31260274,5772.66,80,72.15825,4929.84,77,64.0238961,6381.15,100,63.8115,12.63,285.93,17.5,288.8,12.1,298.97,5474.1,6074.85,4618.77
8,22,2018,0,0,1,0,0,0,0,2484.58,35,70.988,4668.33,57,81.90052632,1613.33,27,59.75296296,1859.27,26,71.51038462,4767.82,73,65.31260274,3913.39,54,72.47018519,7152.91,92,77.74902174,6381.15,100,63.8115,5772.66,80,72.15825,8.5,293.27,12.63,285.93,17.5,288.97,6851.14,5474.1,6074.68
8,23,2018,0,0,0,1,0,0,0,1360.3,26,52.31923077,2649.58,42,63.0852381,1859.27,26,71.51038462,2484.58,35,70.988,3913.39,54,72.47018519,4668.33,57,81.90052632,4009.88,68,58.96882353,5772.66,80,72.15825,7152.91,92,77.74902174,12.06,298.35,8.5,293.27,12.63,288.8,3699.47,6851.14,5471.23
8,24,2018,0,0,0,0,1,0,0,1275.52,23,55.4573913,3305.68,41,80.62634146,2484.58,35,70.988,1360.3,26,52.31923077,4668.33,57,81.90052632,2649.58,42,63.0852381,4581.2,64,71.58125,7152.91,92,77.74902174,4009.88,68,58.96882353,10.78,295.3,12.06,298.35,8.5,285.93,4275.12,3699.47,6858.48
8,25,2018,0,0,0,0,0,1,0,962.33,14,68.73785714,1846.6,26,71.02307692,1360.3,26,52.31923077,1275.52,23,55.4573913,2649.58,42,63.0852381,3305.68,41,80.62634146,2808.93,40,70.22325,4009.88,68,58.96882353,4581.2,64,71.58125,9.76,305.17,10.78,295.3,12.06,293.27,2494,4275.12,3704.55
8,26,2018,0,0,0,0,0,0,1,1039.49,20,51.9745,2707.88,30,90.26266667,1275.52,23,55.4573913,962.33,14,68.73785714,3305.68,41,80.62634146,1846.6,26,71.02307692,3747.37,50,74.9474,4581.2,64,71.58125,2808.93,40,70.22325,11.66,302.94,9.76,305.17,10.78,298.35,3432.77,2494,4272.07
8,27,2018,1,0,0,0,0,0,0,2408.93,39,61.7674359,3232.69,61,52.99491803,962.33,14,68.73785714,1039.49,20,51.9745,1846.6,26,71.02307692,2707.88,30,90.26266667,5641.62,100,56.4162,2808.93,40,70.22325,3747.37,50,74.9474,13.12,305.38,11.66,302.94,9.76,295.3,5323.12,3432.77,2503.87
8,28,2018,0,1,0,0,0,0,0,1813.54,35,51.81542857,4251.82,62,68.57774194,1039.49,20,51.9745,2408.93,39,61.7674359,2707.88,30,90.26266667,3232.69,61,52.99491803,6065.36,97,62.52948454,3747.37,50,74.9474,5641.62,100,56.4162,11.11,291.47,13.12,305.38,11.66,305.17,5762.78,5323.12,3430.54
8,29,2018,0,0,1,0,0,0,0,1444.86,26,55.57153846,2289.88,38,60.26,2408.93,39,61.7674359,1813.54,35,51.81542857,3232.69,61,52.99491803,4251.82,62,68.57774194,3734.74,64,58.3553125,5641.62,100,56.4162,6065.36,97,62.52948454,11.6,291.45,11.11,291.47,13.12,302.94,3431.69,5762.78,5325.56
8,30,2018,0,0,0,1,0,0,0,1733.62,23,75.37478261,3962.54,54,73.38037037,1813.54,35,51.81542857,1444.86,26,55.57153846,4251.82,62,68.57774194,2289.88,38,60.26,5696.16,77,73.9761039,6065.36,97,62.52948454,3734.74,64,58.3553125,10.18,294.08,11.6,291.45,11.11,305.38,5391.9,3431.69,5748.87
8,31,2018,0,0,0,0,1,0,0,2544.25,37,68.76351351,5162.66,76,67.92973684,1444.86,26,55.57153846,1733.62,23,75.37478261,2289.88,38,60.26,3962.54,54,73.38037037,7706.91,113,68.20274336,3734.74,64,58.3553125,5696.16,77,73.9761039,12.85,304.5,10.18,294.08,11.6,291.47,7389.56,5391.9,3431.67
9,1,2018,0,0,0,0,0,1,0,1537.32,27,56.93777778,4598.96,68,67.63176471,1733.62,23,75.37478261,2544.25,37,68.76351351,3962.54,54,73.38037037,5162.66,76,67.92973684,6136.28,95,64.59242105,5696.16,77,73.9761039,7706.91,113,68.20274336,12.27,304.74,12.85,304.5,10.18,291.45,5819.27,7389.56,5394.53
9,2,2018,0,0,0,0,0,0,1,2208.12,30,73.604,3406.72,49,69.52489796,2544.25,37,68.76351351,1537.32,27,56.93777778,5162.66,76,67.92973684,4598.96,68,67.63176471,5614.84,79,71.07392405,7706.91,113,68.20274336,6136.28,95,64.59242105,9.15,315.31,12.27,304.74,12.85,294.08,5290.38,5819.27,7399.98
9,3,2018,1,0,0,0,0,0,0,3089.76,43,71.85488372,7604.62,77,98.7612987,1537.32,27,56.93777778,2208.12,30,73.604,4598.96,68,67.63176471,3406.72,49,69.52489796,10694.38,120,89.11983333,6136.28,95,64.59242105,5614.84,79,71.07392405,13.96,311.11,9.15,315.31,12.27,304.5,10369.31,5290.38,5819.51
9,4,2018,0,1,0,0,0,0,0,1305.9,23,56.77826087,5463.85,62,88.1266129,2208.12,30,73.604,3089.76,43,71.85488372,3406.72,49,69.52489796,7604.62,77,98.7612987,6769.75,85,79.64411765,5614.84,79,71.07392405,10694.38,120,89.11983333,10.64,296.02,13.96,311.11,9.15,304.74,6463.09,10369.31,5300.95
9,5,2018,0,0,1,0,0,0,0,1582.31,27,58.60407407,2954.18,40,73.8545,3089.76,43,71.85488372,1305.9,23,56.77826087,7604.62,77,98.7612987,5463.85,62,88.1266129,4536.49,67,67.70880597,10694.38,120,89.11983333,6769.75,85,79.64411765,21.41,306.47,10.64,296.02,13.96,315.31,4208.61,6463.09,10365.11
9,6,2018,0,0,0,1,0,0,0,917.65,20,45.8825,1766.4,30,58.88,1305.9,23,56.77826087,1582.31,27,58.60407407,5463.85,62,88.1266129,2954.18,40,73.8545,2684.05,50,53.681,6769.75,85,79.64411765,4536.49,67,67.70880597,12.86,293.29,21.41,306.47,10.64,311.11,2377.9,4208.61,6448
9,7,2018,0,0,0,0,1,0,0,1202.1,16,75.13125,1500.07,26,57.695,1582.31,27,58.60407407,917.65,20,45.8825,2954.18,40,73.8545,1766.4,30,58.88,2702.17,42,64.33738095,4536.49,67,67.70880597,2684.05,50,53.681,8,308.68,12.86,293.29,21.41,296.02,2385.49,2377.9,4219.06
9,8,2018,0,0,0,0,0,1,0,1465.43,23,63.71434783,2153.61,28,76.91464286,917.65,20,45.8825,1202.1,16,75.13125,1766.4,30,58.88,1500.07,26,57.695,3619.04,51,70.96156863,2684.05,50,53.681,2702.17,42,64.33738095,14.58,313.62,8,308.68,12.86,306.47,3290.84,2385.49,2364.72
9,9,2018,0,0,0,0,0,0,1,1285.36,16,80.335,1084.78,15,72.31866667,1202.1,16,75.13125,1465.43,23,63.71434783,1500.07,26,57.695,2153.61,28,76.91464286,2370.14,31,76.45612903,2702.17,42,64.33738095,3619.04,51,70.96156863,12.83,298.07,14.58,313.62,8,293.29,2059.24,3290.84,2400.88
9,10,2018,1,0,0,0,0,0,0,1381.17,26,53.12192308,4109.87,53,77.54471698,1465.43,23,63.71434783,1285.36,16,80.335,2153.61,28,76.91464286,1084.78,15,72.31866667,5491.04,79,69.50683544,3619.04,51,70.96156863,2370.14,31,76.45612903,12.71,295.11,12.83,298.07,14.58,308.68,5183.22,2059.24,3295.78
9,11,2018,0,1,0,0,0,0,0,1783.55,26,68.59807692,2796.19,48,58.25395833,1285.36,16,80.335,1381.17,26,53.12192308,1084.78,15,72.31866667,4109.87,53,77.54471698,4579.74,74,61.88837838,2370.14,31,76.45612903,5491.04,79,69.50683544,7.79,302.01,12.71,295.11,12.83,313.62,4269.94,5183.22,2043.69
9,12,2018,0,0,1,0,0,0,0,1701.87,21,81.04142857,3399.69,43,79.06255814,1381.17,26,53.12192308,1783.55,26,68.59807692,4109.87,53,77.54471698,2796.19,48,58.25395833,5101.56,64,79.711875,5491.04,79,69.50683544,4579.74,74,61.88837838,9.97,297.19,7.79,302.01,12.71,298.07,4794.4,4269.94,5180.26
9,13,2018,0,0,0,1,0,0,0,1278.42,19,67.28526316,3032.73,32,94.7728125,1783.55,26,68.59807692,1701.87,21,81.04142857,2796.19,48,58.25395833,3399.69,43,79.06255814,4311.15,51,84.53235294,4579.74,74,61.88837838,5101.56,64,79.711875,9.48,291.23,9.97,297.19,7.79,295.11,4010.44,4794.4,4276.84
9,14,2018,0,0,0,0,1,0,0,1507.44,33,45.68,4674.11,59,79.22220339,1701.87,21,81.04142857,1278.42,19,67.28526316,3399.69,43,79.06255814,3032.73,32,94.7728125,6181.55,92,67.19076087,5101.56,64,79.711875,4311.15,51,84.53235294,10.17,289.2,9.48,291.23,9.97,302.01,5882.18,4010.44,4789.58
9,15,2018,0,0,0,0,0,1,0,1255.51,20,62.7755,2085.02,29,71.89724138,1278.42,19,67.28526316,1507.44,33,45.68,3032.73,32,94.7728125,4674.11,59,79.22220339,3340.53,49,68.17408163,4311.15,51,84.53235294,6181.55,92,67.19076087,11.05,291.41,10.17,289.2,9.48,297.19,3038.07,5882.18,4004.48
9,16,2018,0,0,0,0,0,0,1,1229.11,19,64.69,2617.91,39,67.12589744,1507.44,33,45.68,1255.51,20,62.7755,4674.11,59,79.22220339,2085.02,29,71.89724138,3847.02,58,66.32793103,6181.55,92,67.19076087,3340.53,49,68.17408163,12.51,292.47,11.05,291.41,10.17,291.23,3542.04,3038.07,5880.15
9,17,2018,1,0,0,0,0,0,0,1648.87,35,47.11057143,4014.83,56,71.69339286,1255.51,20,62.7755,1229.11,19,64.69,2085.02,29,71.89724138,2617.91,39,67.12589744,5663.7,91,62.23846154,3340.53,49,68.17408163,3847.02,58,66.32793103,15.86,290.89,12.51,292.47,11.05,289.2,5356.95,3542.04,3040.28
9,18,2018,0,1,0,0,0,0,0,1537.29,30,51.243,4392.52,58,75.73310345,1229.11,19,64.69,1648.87,35,47.11057143,2617.91,39,67.12589744,4014.83,56,71.69339286,5929.81,88,67.38420455,3847.02,58,66.32793103,5663.7,91,62.23846154,18.3,288.14,15.86,290.89,12.51,291.41,5623.37,5356.95,3543.1
9,19,2018,0,0,1,0,0,0,0,1026.57,24,42.77375,3701.62,54,68.54851852,1648.87,35,47.11057143,1537.29,30,51.243,4014.83,56,71.69339286,4392.52,58,75.73310345,4728.19,78,60.61782051,5663.7,91,62.23846154,5929.81,88,67.38420455,17.72,288.4,18.3,288.14,15.86,292.47,4422.07,5623.37,5355.37
9,20,2018,0,0,0,1,0,0,0,3238.74,45,71.972,5224.47,50,104.4894,1537.29,30,51.243,1026.57,24,42.77375,4392.52,58,75.73310345,3701.62,54,68.54851852,8463.21,95,89.08642105,5929.81,88,67.38420455,4728.19,78,60.61782051,11.39,292,17.72,288.4,18.3,290.89,8159.82,4422.07,5620.62
9,21,2018,0,0,0,0,1,0,0,2356.9,34,69.32058824,4030.68,46,87.62347826,1026.57,24,42.77375,3238.74,45,71.972,3701.62,54,68.54851852,5224.47,50,104.4894,6387.58,80,79.84475,4728.19,78,60.61782051,8463.21,95,89.08642105,11.3,288.98,11.39,292,17.72,288.14,6087.3,8159.82,4422.33
9,22,2018,0,0,0,0,0,1,0,2352.64,36,65.35111111,2294.83,30,76.49433333,3238.74,45,71.972,2356.9,34,69.32058824,5224.47,50,104.4894,4030.68,46,87.62347826,4647.47,66,70.41621212,8463.21,95,89.08642105,6387.58,80,79.84475,24.06,290.47,11.3,288.98,11.39,288.4,4332.94,6087.3,8163.42
9,23,2018,0,0,0,0,0,0,1,1559.71,22,70.89590909,2460.14,40,61.5035,2356.9,34,69.32058824,2352.64,36,65.35111111,4030.68,46,87.62347826,2294.83,30,76.49433333,4019.85,62,64.83629032,6387.58,80,79.84475,4647.47,66,70.41621212,27.87,292.76,24.06,290.47,11.3,292,3699.22,4332.94,6084.28
9,24,2018,1,0,0,0,0,0,0,2978.62,46,64.7526087,5410.87,65,83.24415385,2352.64,36,65.35111111,1559.71,22,70.89590909,2294.83,30,76.49433333,2460.14,40,61.5035,8389.49,111,75.58099099,4647.47,66,70.41621212,4019.85,62,64.83629032,23.91,291.08,27.87,292.76,24.06,288.98,8074.5,3699.22,4334.43
9,25,2018,0,1,0,0,0,0,0,817.66,23,35.55043478,3666.06,47,78.0012766,1559.71,22,70.89590909,2978.62,46,64.7526087,2460.14,40,61.5035,5410.87,65,83.24415385,4483.72,70,64.05314286,4019.85,62,64.83629032,8389.49,111,75.58099099,13.01,303.77,23.91,291.08,27.87,290.47,4166.94,8074.5,3701.51
9,26,2018,0,0,1,0,0,0,0,2030.14,31,65.4883871,4441.06,54,82.24185185,2978.62,46,64.7526087,817.66,23,35.55043478,5410.87,65,83.24415385,3666.06,47,78.0012766,6471.2,85,76.13176471,8389.49,111,75.58099099,4483.72,70,64.05314286,18.91,312.4,13.01,303.77,23.91,292.76,6139.89,4166.94,8072.82
9,27,2018,0,0,0,1,0,0,0,3185.02,44,72.38681818,5066.06,46,110.1317391,817.66,23,35.55043478,2030.14,31,65.4883871,3666.06,47,78.0012766,4441.06,54,82.24185185,8251.08,90,91.67866667,4483.72,70,64.05314286,6471.2,85,76.13176471,16.61,318.89,18.91,312.4,13.01,291.08,7915.58,6139.89,4179.63
9,28,2018,0,0,0,0,1,0,0,1832.4,26,70.47692308,3723.41,44,84.62295455,2030.14,31,65.4883871,3185.02,44,72.38681818,4441.06,54,82.24185185,5066.06,46,110.1317391,5555.81,70,79.36871429,6471.2,85,76.13176471,8251.08,90,91.67866667,16.89,320.79,16.61,318.89,18.91,303.77,5218.13,7915.58,6148.52
9,29,2018,0,0,0,0,0,1,0,1195.23,20,59.7615,2760.8,36,76.68888889,3185.02,44,72.38681818,1832.4,26,70.47692308,5066.06,46,110.1317391,3723.41,44,84.62295455,3956.03,56,70.64339286,8251.08,90,91.67866667,5555.81,70,79.36871429,22.39,326.33,16.89,320.79,16.61,312.4,3607.31,5218.13,7922.07
9,30,2018,0,0,0,0,0,0,1,2254.02,25,90.1608,3639.47,38,95.77552632,1832.4,26,70.47692308,1195.23,20,59.7615,3723.41,44,84.62295455,2760.8,36,76.68888889,5893.49,63,93.54746032,5555.81,70,79.36871429,3956.03,56,70.64339286,26.08,333.13,22.39,326.33,16.89,318.89,5534.28,3607.31,5220.03
10,1,2018,1,0,0,0,0,0,0,2731.74,32,85.366875,6548.9,69,94.9115942,1195.23,20,59.7615,2254.02,25,90.1608,2760.8,36,76.68888889,3639.47,38,95.77552632,9280.64,101,91.88752475,3956.03,56,70.64339286,5893.49,63,93.54746032,21.39,340.89,26.08,333.13,22.39,320.79,8918.36,5534.28,3612.85
10,2,2018,0,1,0,0,0,0,0,2855.98,35,81.59942857,6401.72,74,86.50972973,2254.02,25,90.1608,2731.74,32,85.366875,3639.47,38,95.77552632,6548.9,69,94.9115942,9257.7,109,84.93302752,5893.49,63,93.54746032,9280.64,101,91.88752475,15.68,346.26,21.39,340.89,26.08,326.33,8895.76,8918.36,5541.08
10,3,2018,0,0,1,0,0,0,0,2533.67,29,87.36793103,6848.72,63,108.7098413,2731.74,32,85.366875,2855.98,35,81.59942857,6548.9,69,94.9115942,6401.72,74,86.50972973,9382.39,92,101.9825,9280.64,101,91.88752475,9257.7,109,84.93302752,21.74,360.58,15.68,346.26,21.39,333.13,9000.07,8895.76,8926.12
10,4,2018,0,0,0,1,0,0,0,2400.29,28,85.72464286,3340.82,43,77.69348837,2855.98,35,81.59942857,2533.67,29,87.36793103,6401.72,74,86.50972973,6848.72,63,108.7098413,5741.11,71,80.86070423,9257.7,109,84.93302752,9382.39,92,101.9825,24.12,384.17,21.74,360.58,15.68,340.89,5332.82,9000.07,8901.13
10,5,2018,0,0,0,0,1,0,0,1429.06,24,59.54416667,3828.59,51,75.07039216,2533.67,29,87.36793103,2400.29,28,85.72464286,6848.72,63,108.7098413,3340.82,43,77.69348837,5257.65,75,70.102,9382.39,92,101.9825,5741.11,71,80.86070423,21.65,389.1,24.12,384.17,21.74,346.26,4846.9,5332.82,9014.39
10,6,2018,0,0,0,0,0,1,0,1647.04,24,68.62666667,2852.92,36,79.24777778,2400.29,28,85.72464286,1429.06,24,59.54416667,3340.82,43,77.69348837,3828.59,51,75.07039216,4499.96,60,74.99933333,5741.11,71,80.86070423,5257.65,75,70.102,21.31,395.62,21.65,389.1,24.12,360.58,4083.03,4846.9,5356.41
10,7,2018,0,0,0,0,0,0,1,2281.87,30,76.06233333,3124.6,39,80.11794872,1429.06,24,59.54416667,1647.04,24,68.62666667,3828.59,51,75.07039216,2852.92,36,79.24777778,5406.47,69,78.35463768,5257.65,75,70.102,4499.96,60,74.99933333,20.47,402.48,21.31,395.62,21.65,384.17,4983.52,4083.03,4851.83
10,8,2018,1,0,0,0,0,0,0,2210.92,34,65.02705882,5078.72,59,86.08,1647.04,24,68.62666667,2281.87,30,76.06233333,2852.92,36,79.24777778,3124.6,39,80.11794872,7289.64,93,78.38322581,4499.96,60,74.99933333,5406.47,69,78.35463768,25.95,419.68,20.47,402.48,21.31,389.1,6844.01,4983.52,4089.55
10,9,2018,0,1,0,0,0,0,0,2649.18,32,82.786875,5630.16,70,80.43085714,2281.87,30,76.06233333,2210.92,34,65.02705882,3124.6,39,80.11794872,5078.72,59,86.08,8279.34,102,81.17,5406.47,69,78.35463768,7289.64,93,78.38322581,20.87,406.44,25.95,419.68,20.47,395.62,7852.03,6844.01,4990.38
10,10,2018,0,0,1,0,0,0,0,2890.15,32,90.3171875,3849.7,45,85.54888889,2210.92,34,65.02705882,2649.18,32,82.786875,5078.72,59,86.08,5630.16,70,80.43085714,6739.85,77,87.53051948,7289.64,93,78.38322581,8279.34,102,81.17,21.43,396.23,20.87,406.44,25.95,402.48,6322.19,7852.03,6861.21
10,11,2018,0,0,0,1,0,0,0,1741.63,27,64.50481481,3330.29,49,67.96510204,2649.18,32,82.786875,2890.15,32,90.3171875,5630.16,70,80.43085714,3849.7,45,85.54888889,5071.92,76,66.73578947,8279.34,102,81.17,6739.85,77,87.53051948,22.51,396.32,21.43,396.23,20.87,419.68,4653.09,6322.19,7838.79
10,12,2018,0,0,0,0,1,0,0,1726.87,25,69.0748,3945.95,46,85.78152174,2890.15,32,90.3171875,1741.63,27,64.50481481,3849.7,45,85.54888889,3330.29,49,67.96510204,5672.82,71,79.89887324,6739.85,77,87.53051948,5071.92,76,66.73578947,20.79,393.62,22.51,396.32,21.43,406.44,5258.41,4653.09,6311.98
10,13,2018,0,0,0,0,0,1,0,2311.4,24,96.30833333,3188.1,42,75.90714286,1741.63,27,64.50481481,1726.87,25,69.0748,3330.29,49,67.96510204,3945.95,46,85.78152174,5499.5,66,83.32575758,5071.92,76,66.73578947,5672.82,71,79.89887324,20.57,397.05,20.79,393.62,22.51,396.23,5081.88,5258.41,4653.18
10,14,2018,0,0,0,0,0,0,1,2533.76,29,87.37103448,2421.28,35,69.17942857,1726.87,25,69.0748,2311.4,24,96.30833333,3945.95,46,85.78152174,3188.1,42,75.90714286,4955.04,64,77.4225,5672.82,71,79.89887324,5499.5,66,83.32575758,21.02,399.6,20.57,397.05,20.79,396.32,4534.42,5081.88,5255.71
10,15,2018,1,0,0,0,0,0,0,2842.31,37,76.81918919,5225.57,66,79.17530303,2311.4,24,96.30833333,2533.76,29,87.37103448,3188.1,42,75.90714286,2421.28,35,69.17942857,8067.88,103,78.32893204,5499.5,66,83.32575758,4955.04,64,77.4225,20.76,405.35,21.02,399.6,20.57,393.62,7641.77,4534.42,5085.31
10,16,2018,0,1,0,0,0,0,0,939.39,25,37.5756,3843.02,46,83.54391304,2533.76,29,87.37103448,2842.31,37,76.81918919,2421.28,35,69.17942857,5225.57,66,79.17530303,4782.41,71,67.35788732,4955.04,64,77.4225,8067.88,103,78.32893204,21.88,370.92,20.76,405.35,21.02,397.05,4389.61,7641.77,4536.97
10,17,2018,0,0,1,0,0,0,0,2776.72,29,95.74896552,3679.65,50,73.593,2842.31,37,76.81918919,939.39,25,37.5756,5225.57,66,79.17530303,3843.02,46,83.54391304,6456.37,79,81.72620253,8067.88,103,78.32893204,4782.41,71,67.35788732,25.11,355.31,21.88,370.92,20.76,399.6,6075.95,4389.61,7647.52
10,18,2018,0,0,0,1,0,0,0,2223.99,27,82.37,3728.16,48,77.67,939.39,25,37.5756,2776.72,29,95.74896552,3843.02,46,83.54391304,3679.65,50,73.593,5952.15,75,79.362,4782.41,71,67.35788732,6456.37,79,81.72620253,21.94,361.04,25.11,355.31,21.88,405.35,5569.17,6075.95,4355.18
10,19,2018,0,0,0,0,1,0,0,1953,30,65.1,3485.69,55,63.37618182,2776.72,29,95.74896552,2223.99,27,82.37,3679.65,50,73.593,3728.16,48,77.67,5438.69,85,63.98458824,6456.37,79,81.72620253,5952.15,75,79.362,21.06,371.58,21.94,361.04,25.11,370.92,5046.05,5569.17,6060.34
10,20,2018,0,0,0,0,0,1,0,1226.37,21,58.39857143,2832.27,32,88.5084375,2223.99,27,82.37,1953,30,65.1,3728.16,48,77.67,3485.69,55,63.37618182,4058.64,53,76.57811321,5952.15,75,79.362,5438.69,85,63.98458824,21.24,381.89,21.06,371.58,21.94,355.31,3655.51,5046.05,5574.9
10,21,2018,0,0,0,0,0,0,1,2323.78,30,77.45933333,3491.72,41,85.16390244,1953,30,65.1,1226.37,21,58.39857143,3485.69,55,63.37618182,2832.27,32,88.5084375,5815.5,71,81.9084507,5438.69,85,63.98458824,4058.64,53,76.57811321,21.67,393.95,21.24,381.89,21.06,361.04,5399.88,3655.51,5056.59
10,22,2018,1,0,0,0,0,0,0,2707.96,34,79.64588235,3226.19,49,65.84061224,1226.37,21,58.39857143,2323.78,30,77.45933333,2832.27,32,88.5084375,3491.72,41,85.16390244,5934.15,83,71.49578313,4058.64,53,76.57811321,5815.5,71,81.9084507,21.43,381.54,21.67,393.95,21.24,371.58,5531.18,5399.88,3665.82
10,23,2018,0,1,0,0,0,0,0,3027.23,41,73.83487805,4873.31,68,71.66632353,2323.78,30,77.45933333,2707.96,34,79.64588235,3491.72,41,85.16390244,3226.19,49,65.84061224,7900.54,109,72.48201835,5815.5,71,81.9084507,5934.15,83,71.49578313,20.79,358.35,21.43,381.54,21.67,381.89,7521.4,5531.18,5411.94
10,24,2018,0,0,1,0,0,0,0,1805.19,36,50.14416667,3318.94,47,70.61574468,2707.96,34,79.64588235,3027.23,41,73.83487805,3226.19,49,65.84061224,4873.31,68,71.66632353,5124.13,83,61.73650602,5934.15,83,71.49578313,7900.54,109,72.48201835,19.54,351.29,20.79,358.35,21.43,393.95,4753.3,7521.4,5518.77
10,25,2018,0,0,0,1,0,0,0,2431.36,31,78.43096774,4057.87,42,96.61595238,3027.23,41,73.83487805,1805.19,36,50.14416667,4873.31,68,71.66632353,3318.94,47,70.61574468,6489.23,73,88.89356164,7900.54,109,72.48201835,5124.13,83,61.73650602,33.1,350.65,19.54,351.29,20.79,381.54,6105.48,4753.3,7498.21
